Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2016 [YR2016],2019 [YR2019]
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Bahamas, The",BHS,20002.7566063667,25269.6180593249,28747.1631073826,29095.4846700745,31746.8033825774,32112.2038931048,35299.1114915221
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bahrain,BHR,25731.1649187926,39360.4320898099,44780.1156664312,47929.443463014,45900.7030253586,45281.3019203255,51879.7363438765
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bangladesh,BGD,979.948003418894,1574.33157000775,2074.01158542506,2906.05192049693,4216.71973916456,4558.56389477538,5699.07814661162
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Barbados,BRB,9647.54639731515,13022.0096218854,15202.8525992517,16568.3689564998,15947.4215222808,16370.7456228065,16631.4643907325
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Belarus,BLR,5226.139654438,5801.75812955794,9647.12118059938,15361.8317068327,18095.7034185545,17785.9431970966,20106.0689126376
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Belgium,BEL,18688.6467366551,27789.9435461287,33177.8909458158,39838.040511042,46200.904454307,48597.3999826201,55804.8189232341
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Belize,BLZ,4531.42366199298,7559.29595353417,9383.18477147453,9623.86868033156,9317.19683592962,9161.6250471445,9411.46284753878
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Benin,BEN,1220.21458185828,1724.54671037395,2011.39667736316,2302.6877910018,2792.60964526702,2901.26467091701,3290.30720194405
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bermuda,BMU,34870.7477537551,53921.7736769822,66239.4667912365,70627.8221941123,71873.2280578182,76362.0514142141,85145.9436381068
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bhutan,BTN,1480.70036254856,2710.77622880027,3968.93354181365,6504.34793351835,9303.94598245162,10275.1605932496,12297.6207344782
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bolivia,BOL,2294.72891353634,3364.02436571423,4025.10904617997,5079.38272115006,6992.12758144741,7345.82684148722,8890.46295366602
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bosnia and Herzegovina,BIH,..,4127.63808651098,5959.02483138061,9089.13614471176,11826.0660139863,12869.7684039048,16118.6668035776
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Botswana,BWA,5817.92763944786,8922.18535024788,10907.1413460218,12139.4985301962,13420.506600771,15277.0423219562,15759.1622308192
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Brazil,BRA,6617.94470340613,8994.74306173275,10954.8602631484,14254.5197697447,14692.6323066956,14208.1611051807,15307.9412354827
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Brunei Darussalam,BRN,55168.2508834989,66212.6098228208,74921.4136118765,78784.8272242349,61572.6217036362,55477.4693975286,64029.4429997241
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Bulgaria,BGR,7551.6080111742,6422.83277066238,10291.4238650414,14956.357308919,18391.8968113244,20074.26478835,25170.2159956367
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Burkina Faso,BFA,568.630146341943,899.584820546202,1176.3572973137,1454.57874744176,1657.91610692212,1833.43305343067,2199.55250641589
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Burundi,BDI,609.371647541677,532.425919852103,567.700700411859,630.358192954177,797.05011411535,766.587220607525,760.604126130591
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cabo Verde,CPV,1075.48666722997,3090.47238909955,4256.04452171338,5905.33932603844,6242.70523177727,6689.80495084851,8123.83520074788
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cambodia,KHM,..,1077.41477025466,1727.637368949,2418.8360545795,3411.57726730719,3708.36910865107,4653.63036632602
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cameroon,CMR,2014.18037639308,2083.23424827305,2567.22358674193,2882.75070003552,3437.7898257802,3559.13512043726,3915.82749850592
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Canada,CAN,20229.7558681625,29362.0841609786,36327.2286544972,40099.4482394377,44670.0805385838,46472.3402486315,49832.4053770764
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cayman Islands,CYM,..,..,..,66346.6285729592,65087.7176506655,66970.3130813252,75504.4478534688
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Central African Republic,CAF,634.177324496431,652.393760718375,715.726242711717,902.781584213177,733.749580708051,787.471168424675,898.315319932093
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Chad,TCD,713.914399657814,773.649930394109,1560.65301777951,1828.67782778953,1816.28818442974,1660.98487786358,1628.24276702248
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Channel Islands,CHI,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Chile,CHL,4437.05552988861,9468.31879903061,12685.0279639862,18104.7245956272,22691.4866247346,23492.2878562645,25600.1927034849
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,China,CHN,981.419207412383,2917.24252974442,5056.40472408493,9254.77960342973,12897.5022868592,13483.3772665319,16655.3993635093
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Colombia,COL,5083.67049407966,6753.4647939232,8412.99682930896,10830.1951175574,13378.6751471778,13971.3395877313,15872.3089831645
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Comoros,COM,1513.47375803149,1818.02205165685,2069.17863370587,2367.77862867655,2884.77485185031,3053.30258484962,3430.21084045719
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Congo, Dem. Rep.",COD,848.096959000106,432.699339410161,502.897199864869,616.532399097821,877.68083519797,932.405165239872,1104.84336776412
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Congo, Rep.",COG,3429.41170224292,3687.23224588555,4305.8699382955,5152.51778959957,4448.91658612392,3687.58094927215,3851.77355490835
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Costa Rica,CRI,4962.08260608774,7796.43088487322,9772.46432721832,12740.3409687648,16925.1794079777,18898.075223414,22608.2321555574
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cote d'Ivoire,CIV,2756.25353695449,3202.95174245373,3005.99833166273,3577.70698188747,4579.85145969451,4693.67504516721,5350.01014090969
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Croatia,HRV,..,10669.4317520841,15455.1190705658,20048.3485361851,23338.2174036479,25260.2008971697,31588.0267190754
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cuba,CUB,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Curacao,CUW,..,21888.3470571227,24078.3759395459,25953.0970954179,24221.1536650115,23953.9407980131,24662.6503782865
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Cyprus,CYP,13349.0302734375,21291.4140625,27763.154296875,33511.296875,31922.349609375,35878.4140625,44039.01171875
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Czechia,CZE,12725.2039375604,16238.6122409225,22095.3878539836,27880.5425661603,33899.2865661657,36097.7052556977,44212.7465021167
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Denmark,DNK,18244.3186433434,28663.6518809203,34150.1594558945,43000.8566352401,49045.3391904109,51976.0057060956,59910.6648428991
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Djibouti,DJI,..,..,..,..,4144.97437037023,4263.13340598945,4970.33421940026
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Dominica,DMA,4352.26468060773,6633.07340850224,7931.10488260115,10328.0742198196,11327.0814065906,12159.6207660102,12921.1246600288
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Dominican Republic,DOM,3666.6490013083,6697.52125743461,8298.49512928288,11317.472532971,14564.9469530273,15911.1543901247,18941.7167791279
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ecuador,ECU,4723.5497496915,5857.49602188349,7633.47079951575,9104.36406319143,11071.2947208291,11068.8568481159,11873.2893067757
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Egypt, Arab Rep.",EGY,3639.37098286948,5581.58759766334,6721.25308311943,9033.34440516642,10890.2417857169,10593.7478005893,12280.6063924863
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,El Salvador,SLV,2872.47427789539,4409.26739991129,5262.38220204426,6198.25102944967,7712.37270522968,8174.47412527597,9405.70361998303
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Equatorial Guinea,GNQ,588.162694699126,7617.72058387287,24249.8704713892,28424.5193648843,20858.0964445122,17771.5627993416,16929.1427706189
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Eritrea,ERI,..,1462.7410222242,1573.08209561323,1496.07677946095,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Estonia,EST,..,9423.12010105601,16634.8927393745,21618.3569485855,29175.9259267894,31312.7522996878,39007.1659628423
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Eswatini,SWZ,3384.64508263378,4601.88606874065,5971.67024989647,7524.31039369291,8580.6399912768,8488.44930687642,8861.8149149591
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ethiopia,ETH,414.651457526046,476.528464196205,631.673170550399,1010.02202703432,1630.87746187943,1848.66111635863,2274.18556583461
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Faroe Islands,FRO,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Fiji,FJI,3917.42323096359,5679.52094705688,6832.56783916253,7518.39329745748,11755.086132763,11999.6776852834,13802.9351624283
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Finland,FIN,18146.704478311,26789.8786675397,32051.7940038456,38954.4822621329,42497.7049785783,44934.4482077785,51811.5573678339
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,France,FRA,17710.1979245027,26091.8497351531,30494.2141075076,35899.4019413514,40849.9973780501,42924.613626021,50500.96075877
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,French Polynesia,PYF,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Gabon,GAB,11959.5114992413,13352.0772238723,14076.1962998095,14084.5380314089,14113.8276706617,13749.8325459881,15092.030603472
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Gambia, The",GMB,1428.26507605177,1752.25325562527,1945.5836051962,2254.05060363352,1913.41534731054,1918.69701578381,2171.66461702187
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Georgia,GEO,5724.60061143511,3100.98840329003,5171.5773596561,7564.8922574709,12089.1694050447,12858.4834001898,15624.9700213762
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Germany,DEU,19463.6286495222,27204.2933736075,31794.0960095207,38950.7108756447,47609.7810045816,50579.6839299266,57397.523875469
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ghana,GHA,1575.15084293012,2311.54783513161,2897.36751396547,3839.88575775856,5021.78868729592,4811.5728157153,5572.66918900611
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Gibraltar,GIB,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Greece,GRC,13312.0492996808,19519.9568147057,25577.5241052346,27911.6974278536,26760.3633030256,27511.8010160972,31155.9071177411
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Greenland,GRL,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Grenada,GRD,4594.36445900734,7306.11595798598,9967.9581408909,10120.4261607276,13036.5608185486,13810.3877507994,16046.9091506922
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guam,GUM,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guatemala,GTM,3319.96884424522,4758.24808060095,5544.67670718747,6618.91603119075,8194.44068126819,8221.74642722194,9040.8341127902
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guinea,GIN,881.657608071471,1208.83367896919,1438.63838024491,1641.25010626781,1789.01845339214,2045.09436781321,2653.08255577239
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guinea-Bissau,GNB,1013.32934514848,1045.577117963,1140.52624531371,1301.00435881137,1551.03412227647,1697.12904509961,1970.71280957178
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Guyana,GUY,3032.56667596966,5903.8197788813,6771.06158772148,9351.78792317124,11382.2423763029,11479.4620067513,13364.2215719827
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Haiti,HTI,2179.48515195912,2213.01488189344,2413.68264074886,2683.68866152215,2938.04475750385,3138.54112527337,3244.29203133324
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Honduras,HND,2010.14693624954,2556.41930398273,3167.05995069493,3719.19614992612,4729.15332160905,5043.87148926827,5851.74245842515
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Hong Kong SAR, China",HKG,18250.0479591958,28221.0619438958,38075.1670953201,49190.5961019125,56408.936273748,57225.0899950887,62119.4019299544
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Hungary,HUN,..,11855.4647144563,17108.3405820025,21741.5458361018,26798.8541676269,27941.9268571832,34645.5653834313
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Iceland,ISL,..,29784.8365494525,37322.7399272793,39773.2635291597,49201.0640964553,53480.3971946764,59608.0478648725
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,India,IND,1204.24205850931,2087.22477607261,2936.56044321782,4215.58082752931,5412.33623872893,5778.26961388029,6897.77003776243
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Indonesia,IDN,3069.98303991471,4681.91945000461,6188.85553223505,8430.61541737509,10219.1764136999,10482.6989966051,12360.6917362653
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Iran, Islamic Rep.",IRN,7592.10674793635,10871.1334111957,14738.1522389741,18348.5152750559,13828.4385744264,14661.8394415995,14681.6873154341
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Iraq,IRQ,..,10538.5353990468,9359.55895369231,12098.9031111676,9198.73782919347,8920.04123490082,10736.1222641329
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Ireland,IRL,13743.5421194193,30211.4822185044,40466.2343515711,43208.2445279926,69074.9676168167,71537.5818654043,89716.1636971329
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Isle of Man,IMN,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Israel,ISR,..,25688.082339679,25625.0390437377,29298.9619535395,35864.2730015837,38208.3562401672,40937.0095634177
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Italy,ITA,18638.2317133348,27077.6327318395,30130.6444569128,35156.6683877865,36899.3852092463,39926.9546628592,45799.7722515421
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Jamaica,JAM,4816.16037729999,6451.89964905602,7735.11423215028,8122.35000451553,9095.91982375761,9533.83956168065,10678.8416697581
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Japan,JPN,19580.7126253326,27287.2701912718,32169.867493646,35335.3735103814,40898.80697396,40596.9686628994,42270.9627920042
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Jordan,JOR,4492.03772557962,6008.92397355985,8171.8364419497,9912.17240787013,9237.7181841311,9056.90986635996,9939.03700271803
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kazakhstan,KAZ,8261.67422281694,7725.00252344745,13941.5008829284,19227.1844017661,23224.1178353573,23818.8248260141,27469.4150979863
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kenya,KEN,1708.98730447745,1893.76401958206,2185.60266227904,2639.63477419107,3763.76368561997,4025.84174664847,4796.3540950586
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kiribati,KIR,1207.83390716145,1494.32754771408,1633.12828478103,1623.66710433867,1980.66873604375,1960.61347292039,2046.81068022741
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Korea, Rep.",KOR,8355.3327739747,18538.8355325592,25186.8675668092,31736.6284370925,37902.4004037578,39575.4542830031,43410.3022035098
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kosovo,XKX,..,..,..,7230.99771880633,9357.1351357728,10007.6892341976,11798.4913902328
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kuwait,KWT,..,59312.0937239183,85033.2051698545,75193.7118972568,46346.7035918815,43678.5163224538,49321.4723671014
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Kyrgyz Republic,KGZ,2543.52892502523,1861.62166064398,2385.33801435189,3085.99019065218,4214.82950886186,4681.17473284248,5481.38013990626
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lao PDR,LAO,1011.33825923691,1793.78327904322,2526.29555141014,3778.1539063559,6126.44061262459,6798.3603075641,8172.57792327144
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Latvia,LVA,..,8040.57590284217,13913.8517478568,17706.7854369949,24972.7860869932,26721.7261996961,32927.7951247193
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lebanon,LBN,2991.28914160279,7952.95623745463,10079.3834118358,14835.3725784246,15379.599784798,16588.0866297261,17913.8848372673
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lesotho,LSO,768.59888199198,1276.24482446664,1660.13268793492,2124.46405750414,2990.95264674746,2894.83383989788,2556.02101044254
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liberia,LBR,..,976.243155021094,782.16470364386,989.469176541254,1272.596565446,1393.54398465651,1517.37293329666
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Libya,LBY,..,21215.2301567334,26995.6939597273,30257.0112784627,22163.1407961987,21871.7681024275,23491.2000624256
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Lithuania,LTU,..,8447.02118679234,14510.5967849364,20096.6468533164,28834.4276801135,30925.1708493589,39957.6069742349
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Luxembourg,LUX,29950.3925432358,55127.9261810566,68787.8547494266,90357.0975187951,107859.685999308,113365.176082265,119541.758443937
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Macao SAR, China",MAC,26719.6822239148,34583.9932299728,58695.4891137917,96182.0400353102,113813.739005368,112351.277234358,128031.153515572
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Madagascar,MDG,1182.67348231694,1258.48687457138,1368.6184532542,1494.13023699397,1508.44270597044,1568.38935736756,1652.71334668839
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malawi,MWI,671.877326849471,981.699003785598,1077.89628065334,1468.09520783593,1457.13940603904,1475.11961229057,1582.0707248913
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malaysia,MYS,7010.26813954226,13038.5347897317,16314.3091398153,20146.9616228331,24164.9596770962,24864.0392388323,28848.1008541329
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Maldives,MDV,..,8357.87659089086,9311.58427239346,12859.835295207,17512.9641266258,18225.9685700942,21446.9888359679
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mali,MLI,758.874279876754,1103.74326386229,1482.43750538859,1732.13084831016,1957.00349503136,2103.00864786621,2313.15909415929
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Malta,MLT,8847.34608159494,19503.0124926725,22275.6611835594,28722.4477160431,37455.1231541874,39705.641866685,49221.3412262298
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Marshall Islands,MHL,2023.48168111991,2285.87484460646,2876.45061034307,3362.71281062172,4076.82769184312,4294.6629352265,5886.66762875774
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritania,MRT,2673.33233474104,2964.59288928368,3637.09046969764,4181.97757650422,4306.67679890061,4829.60432505137,5739.14719159284
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mauritius,MUS,5007.61027508844,9138.57710728304,11697.8993299503,15911.6331038321,19743.6252998896,21308.6852960876,24680.5577987914
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mexico,MEX,8213.51695192619,11205.7859539997,12725.1975946965,15466.5703244318,18561.7207631375,19612.148487106,20224.2908948817
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,"Micronesia, Fed. Sts.",FSM,1727.56819949514,2390.70477594143,2785.91548279206,3124.07088688968,3332.46476333022,3381.8582444418,3691.01508815561
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Moldova,MDA,..,3044.2952174925,4865.37378036394,6322.15823077005,9312.7345862146,10487.6385473963,13318.8059326638
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Monaco,MCO,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mongolia,MNG,3378.01154017667,3643.61053763807,5357.26206596021,7631.14592142664,10769.2543621137,10832.4825380075,12986.3774676396
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Montenegro,MNE,..,6002.60595931275,8313.6330797832,13635.8867339887,16332.8420172599,18199.3071248919,23792.4314081839
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Morocco,MAR,2754.77563476563,3912.095703125,5261.40771484375,6847.3896484375,7669.9453125,7693.05712890625,8566.1162109375
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Mozambique,MOZ,284.250421453517,476.245916228158,707.534289395429,978.072533616004,1300.82894811164,1370.24490755373,1339.68885424894
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Myanmar,MMR,412.416765705919,846.364142489206,1659.97113938585,3033.08518455109,4200.87684883421,4120.73716894824,5034.36297233582
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Namibia,NAM,3875.94162112098,5126.5896433743,6778.63214946943,8579.84076679351,10783.274520279,10582.8182278806,10434.0959115612
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nauru,NRU,..,..,4004.87969170172,5755.29015707287,9404.41020164763,10032.5232035333,10976.3948108191
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nepal,NPL,825.589677429129,1315.97063164967,1629.15925270972,2153.12640634806,2931.62049538472,2925.53214568147,4088.42135929235
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Netherlands,NLD,19175.7076554304,31876.9544029857,37625.5617084958,45041.5837145758,50288.5913949377,52288.4150841353,60208.4221704236
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Caledonia,NCL,..,..,..,..,..,..,..
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,New Zealand,NZL,14836.33614571,21501.9984305675,25677.4190803252,31224.7489918291,37479.6829800129,39933.5744436033,45852.4230202271
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nicaragua,NIC,1947.81741614496,2750.78142539539,3384.22793300423,3959.96922623599,5230.54327352293,5618.05177147372,5627.03387339272
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Niger,NER,731.572753422118,756.755652962508,881.853541750042,1051.09031825381,1138.1136507762,1146.01041845331,1269.07928585392
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Nigeria,NGA,2056.82879123111,2292.84183150645,3428.6524159772,4632.13131256382,5342.03599094621,5159.58044445014,5291.66296985429
